2024-10-05 14:54:04,738: Key.enter
2024-10-05 14:54:44,642: Key.enter
2024-10-05 14:54:45,531: Key.down
2024-10-05 14:54:46,601: Key.down
2024-10-05 14:54:46,789: Key.down
2024-10-05 14:54:46,987: Key.down
2024-10-05 14:54:47,269: Key.enter
2024-10-05 14:54:49,828: Key.down
2024-10-05 14:54:50,016: Key.down
2024-10-05 14:54:50,190: Key.down
2024-10-05 14:54:50,440: Key.up
2024-10-05 14:54:50,612: Key.down
2024-10-05 14:54:50,799: Key.up
2024-10-05 14:54:50,971: Key.down
2024-10-05 14:54:51,127: Key.up
2024-10-05 14:54:51,280: Key.down
2024-10-05 14:55:11,876: Key.enter
2024-10-05 14:55:12,034: Key.enter
2024-10-05 14:55:12,200: Key.enter
2024-10-05 14:55:26,152: Key.up
2024-10-05 14:55:26,722: Key.up
2024-10-05 14:55:29,487: Key.backspace
2024-10-05 14:55:29,602: Key.backspace
2024-10-05 14:55:30,098: Key.backspace
2024-10-05 14:55:30,134: Key.backspace
2024-10-05 14:55:30,160: Key.backspace
2024-10-05 14:55:30,196: Key.backspace
2024-10-05 14:55:30,233: Key.backspace
2024-10-05 14:55:30,260: Key.backspace
2024-10-05 14:55:30,296: Key.backspace
2024-10-05 14:55:30,327: Key.backspace
2024-10-05 14:55:30,366: Key.backspace
2024-10-05 14:55:30,399: Key.backspace
2024-10-05 14:55:30,428: Key.backspace
2024-10-05 14:55:30,465: Key.backspace
2024-10-05 14:55:30,576: Key.backspace
2024-10-05 14:55:30,737: Key.backspace
2024-10-05 14:55:30,943: Key.backspace
2024-10-05 14:55:31,080: Key.backspace
2024-10-05 14:55:31,221: Key.backspace
2024-10-05 14:55:31,383: Key.backspace
2024-10-05 14:55:31,516: Key.backspace
2024-10-05 14:55:31,657: Key.backspace
2024-10-05 14:55:31,786: Key.backspace
2024-10-05 14:55:31,939: Key.backspace
2024-10-05 14:55:32,096: Key.backspace
2024-10-05 14:55:32,396: Key.backspace
2024-10-05 14:55:33,051: 'p'
2024-10-05 14:55:33,346: 'y'
2024-10-05 14:55:33,694: 'a'
2024-10-05 14:55:33,943: 'u'
2024-10-05 14:55:34,235: 'd'
2024-10-05 14:55:34,329: 'i'
2024-10-05 14:55:34,469: 'o'
2024-10-05 14:55:35,411: Key.enter
2024-10-05 14:55:44,206: Key.up
2024-10-05 14:55:44,429: Key.up
2024-10-05 14:55:44,584: Key.up
2024-10-05 14:55:45,504: Key.up
2024-10-05 14:55:46,036: Key.up
2024-10-05 14:55:46,507: Key.up
2024-10-05 14:55:47,233: Key.enter
2024-10-05 14:55:51,849: Key.up
2024-10-05 14:55:53,760: Key.up
2024-10-05 14:56:28,657: Key.backspace
2024-10-05 14:56:28,813: Key.backspace
2024-10-05 14:56:28,969: Key.backspace
2024-10-05 14:56:29,991: Key.backspace
2024-10-05 14:56:30,141: Key.backspace
2024-10-05 14:56:30,282: Key.backspace
2024-10-05 14:56:30,443: Key.backspace
2024-10-05 14:56:30,750: Key.backspace
2024-10-05 14:56:30,924: Key.backspace
2024-10-05 14:56:31,077: Key.backspace
2024-10-05 14:56:31,576: Key.backspace
2024-10-05 14:56:31,613: Key.backspace
2024-10-05 14:56:31,642: Key.backspace
2024-10-05 14:56:31,679: Key.backspace
2024-10-05 14:56:31,710: Key.backspace
2024-10-05 14:56:31,734: Key.backspace
2024-10-05 14:56:31,776: Key.backspace
2024-10-05 14:56:31,812: Key.backspace
2024-10-05 14:56:31,864: Key.backspace
2024-10-05 14:56:31,879: Key.backspace
2024-10-05 14:56:31,913: Key.backspace
2024-10-05 14:56:31,944: Key.backspace
2024-10-05 14:56:31,976: Key.backspace
2024-10-05 14:56:32,010: Key.backspace
2024-10-05 14:56:32,040: Key.backspace
2024-10-05 14:56:32,076: Key.backspace
2024-10-05 14:56:32,112: Key.backspace
2024-10-05 14:56:32,144: Key.backspace
2024-10-05 14:56:32,176: Key.backspace
2024-10-05 14:56:32,208: Key.backspace
2024-10-05 14:56:32,412: Key.backspace
2024-10-05 14:56:32,937: Key.backspace
2024-10-05 14:56:35,271: Key.enter
2024-10-05 14:56:37,707: 'p'
2024-10-05 14:56:37,810: 'i'
2024-10-05 14:56:37,957: 'p'
2024-10-05 14:56:38,089: Key.space
2024-10-05 14:56:38,453: 'i'
2024-10-05 14:56:38,583: 'n'
2024-10-05 14:56:38,750: 's'
2024-10-05 14:56:39,032: 't'
2024-10-05 14:56:39,140: 'a'
2024-10-05 14:56:39,315: 'l'
2024-10-05 14:56:39,439: 'l'
2024-10-05 14:56:39,645: Key.space
2024-10-05 14:56:40,579: 'o'
2024-10-05 14:56:40,769: 'p'
2024-10-05 14:56:40,922: 'e'
2024-10-05 14:56:41,038: 'n'
2024-10-05 14:56:41,938: 'c'
2024-10-05 14:56:42,112: 'v'
2024-10-05 14:56:43,063: '-'
2024-10-05 14:56:43,283: 'p'
2024-10-05 14:56:43,633: 'y'
2024-10-05 14:56:44,113: 't'
2024-10-05 14:56:44,161: 'h'
2024-10-05 14:56:44,261: 'o'
2024-10-05 14:56:44,391: 'n'
2024-10-05 14:56:45,754: Key.space
2024-10-05 14:56:46,380: 'm'
2024-10-05 14:56:46,470: 'a'
2024-10-05 14:56:46,661: 't'
2024-10-05 14:56:46,815: 'h'
2024-10-05 14:56:47,387: Key.space
2024-10-05 14:56:49,959: 's'
2024-10-05 14:56:50,381: 't'
2024-10-05 14:56:50,451: 'r'
2024-10-05 14:56:50,615: 'u'
2024-10-05 14:56:50,820: 'c'
2024-10-05 14:56:50,955: 't'
2024-10-05 14:56:51,722: Key.enter
2024-10-05 14:58:31,318: 'p'
2024-10-05 14:58:31,407: 'i'
2024-10-05 14:58:31,522: 'p'
2024-10-05 14:58:31,664: Key.space
2024-10-05 14:58:32,220: 'i'
2024-10-05 14:58:32,331: 'n'
2024-10-05 14:58:32,574: 's'
2024-10-05 14:58:32,769: 't'
2024-10-05 14:58:32,895: 'a'
2024-10-05 14:58:33,081: 'l'
2024-10-05 14:58:33,427: 'l'
2024-10-05 14:58:33,815: Key.space
2024-10-05 14:58:40,202: 'p'
2024-10-05 14:58:40,456: 'y'
2024-10-05 14:58:40,781: 'g'
2024-10-05 14:58:40,923: 'a'
2024-10-05 14:58:41,008: 'm'
2024-10-05 14:58:41,170: 'e'
2024-10-05 14:58:42,552: Key.enter
2024-10-05 14:58:53,001: Key.up
2024-10-05 14:59:08,221: Key.up
2024-10-05 14:59:08,741: Key.backspace
2024-10-05 14:59:09,768: Key.backspace
2024-10-05 14:59:10,273: Key.backspace
2024-10-05 14:59:10,305: Key.backspace
2024-10-05 14:59:10,511: Key.backspace
2024-10-05 14:59:11,013: Key.backspace
2024-10-05 14:59:11,045: Key.backspace
2024-10-05 14:59:11,083: Key.backspace
2024-10-05 14:59:11,110: Key.backspace
2024-10-05 14:59:11,149: Key.backspace
2024-10-05 14:59:11,185: Key.backspace
2024-10-05 14:59:11,215: Key.backspace
2024-10-05 14:59:11,246: Key.backspace
2024-10-05 14:59:11,278: Key.backspace
2024-10-05 14:59:11,341: Key.backspace
2024-10-05 14:59:11,349: Key.backspace
2024-10-05 14:59:11,376: Key.backspace
2024-10-05 14:59:11,410: Key.backspace
2024-10-05 14:59:11,448: Key.backspace
2024-10-05 14:59:11,479: Key.backspace
2024-10-05 14:59:11,510: Key.backspace
2024-10-05 14:59:11,547: Key.backspace
2024-10-05 14:59:11,579: Key.backspace
